5247.1,-2485.24     6126.89,-1977.29
6126.89,-1977.29     6733.98,-1626.79
5243.47,-2750.41     5243.47,-2494.4
5250.52,-7259.05     5250.52,-2754.91
5331.57,-3343.67     5331.57,-5207.01
5331.57,-6962.8     5331.57,-5239.14
5332.41,-2802.19     5332.41,-3311.07
5385.04,-7302.36     5385.04,-7007.63
5464.63,-3429.7     5464.63,-5320.98
5464.63,-7080.12     5464.63,-5325.17
5464.63,-5320.98     5464.63,-5325.17
5464.63,-3429.7     5464.63,-3407.5
5465.24,-3398.58     5465.24,-2878.88
5580.76,-4029.5     5580.76,-4085.37
5580.76,-6687.62     5580.76,-6631.75
5580.76,-5701.47     5580.76,-5645.6
5580.76,-5138.56     5580.76,-5082.69
5581.97,-3415.6     5581.97,-3359.73
5581.97,-3122.27     5581.97,-3066.4
8045.84,-8872.89     8377.74,-8872.89
5806.97,-5410.24     5806.97,-5318.05
5806.97,-5312.87     5806.97,-5318.05
6022.64,-5456.68     6022.64,-5523.6
5819.67,-5405.69     5864.88,-5365.6
5806.97,-5312.87     5811.2,-5310.71
5252.93,-7262.4     5293.59,-7285.88
7999.37,-8848.03     8040.03,-8871.5
7996.16,-8816     7972.27,-8802.21
5332.3,-7278.05     5372.94,-7301.52
5383.27,-7301.34     7962.53,-8790.44
6042.85,-5539.3     6042.85,-5447.25
6037.81,-5543.51     6042.85,-5539.3
8385.27,-4364.4     9873.65,-3505.03
8665.41,-4307.43     9584.75,-3776.65
5464.63,-7080.12     7824.64,-8442.63
5343.67,-6983.75     5464.63,-7053.58
7870.65,-8442.67     7996.16,-8515.13
8665.41,-4363.3     9584.75,-3832.52
8665.41,-4754.4     9584.75,-4223.63
9725.52,-4397.09     9725.78,-4396.98
7709.78,-7916.78     5580.76,-6687.62
7709.78,-7860.91     5580.76,-6631.75
7239.22,-6139.76     7239.22,-6237.13
8665.41,-4810.28     9584.75,-4279.5
9785.84,-4330.45     9723.66,-4366.39
8488.09,-5079.71     8427.6,-5114.63
9696.36,-4388.17     9634.01,-4424.16
9634.01,-4424.16     8615.71,-5012.08
8615.71,-5012.08     8509.2,-5073.57
9705.41,-4403.56     8517.75,-5088.39
8427.41,-5146.51     8490,-5110.46
9725.78,-4396.98     9786.26,-4362.06
8488.09,-5079.71     8488.34,-5079.6
