3439.98,-4301.79     5082.02,-3353.58
3439.99,-4515.44     3432.2,-4595.8
3439.99,-4515.44     3439.98,-4301.79
3440.75,-9578.45     3440.75,-4600.74
3526.28,-4650.12     3528.43,-9595.74
3586.69,-9613.95     3586.69,-9333.28
3672.96,-4734.8     3672.96,-9383.08
3748.11,-6007.56     3748.11,-6069.28
3748.11,-7146.29     3748.11,-7208.01
3748.11,-8918.82     3748.11,-8857.1
3748.11,-7829.47     3748.11,-7767.75
3748.11,-5231.83     3748.11,-5170.11
3748.11,-4938.66     3748.11,-4876.94
3887.08,-9508.24     3887.08,-9615.38
7734.74,-4671.26     7733.63,-4671.9
5715.65,-5914.13     5719.66,-5911.81
7733.31,-4884.6     6091.6,-5832.48
6099.39,-5914.13     7741.42,-4966.1
6407.28,-5850.55     7422.84,-5264.22
5724.2,-10894.6     6090.84,-10894.6
3440.75,-9578.45     3485.67,-9604.38
5674.14,-10867.87     5717.79,-10893.07
3528.43,-9595.74     3573.33,-9621.66
5672.23,-10826.65     3580.01,-9617.8
5629.58,-10672.42     3586.69,-9492.98
4362.79,-9890.03     4362.79,-9780.31
6407.28,-5912.27     7422.84,-5325.94
6407.28,-6344.31     7422.84,-5757.98
5482.81,-10425.53     5519.71,-10425.53
3896.53,-9631.74     4353.34,-9895.48
5099.17,-10326.08     5555.99,-10589.81
3528.3,-9299.56     5482.81,-10425.53
5519.71,-10425.53     5672.87,-10512.52
4442.97,-7660.15     4442.97,-7767.71
4455.67,-7763.48     4455.67,-7688.47
4681.5,-7818.85     4681.5,-7893.86
4699.54,-7810.91     4699.54,-7912.75
4457,-7762.68     4506.94,-7718.4
6407.28,-6406.03     7422.84,-5819.7
7639.86,-5874.93     7573.05,-5913.5
6207.93,-6701.65     6097.26,-6765.55
7542.66,-5937.73     7499.14,-5962.86
6323.85,-6641.41     6231.25,-6694.87
7496.15,-5965     6333.97,-6635.98
7552.1,-5954.1     6240.69,-6711.24
6097.26,-6800.73     6210.04,-6735.62
7575.16,-5947.47     7641.97,-5908.9
6207.93,-6701.65     6208.21,-6701.54
5405.09,-9875.46     3748.11,-8918.82
5405.09,-9813.74     3748.11,-8857.1
5089.72,-10202.57     5089.72,-10309.71
5405.09,-6964.19     5405.09,-7025.91
5405.09,-8102.92     5405.09,-8164.64
5405.09,-9875.46     5405.09,-9813.74
5405.09,-8786.1     5405.09,-8724.38
5405.09,-6188.47     5405.09,-6126.75
5405.09,-5895.3     5405.09,-5833.58
5519.71,-10425.53     5519.71,-5801
5565.44,-10584.36     5565.44,-10451.5
5629.58,-10487.61     5629.32,-10801.87
5717.79,-10893.07     5717.79,-5912.9
5723.44,-5915.09     5723.44,-5832.48
7639.86,-6908.74     7573.05,-6947.31
6207.93,-7735.46     6097.26,-7799.36
7542.64,-6971.53     6231.25,-7728.68
7552.1,-6987.91     6240.69,-7745.05
6097.26,-7834.54     6210.04,-7769.43
7575.16,-6981.28     7641.97,-6942.71
6207.93,-7735.46     6208.21,-7735.34
5405.09,-8786.1     3748.11,-7829.47
5405.09,-8724.38     3748.11,-7767.75
7670.85,-9974.68     7655.88,-9966.04
7583.73,-9812.23     7443.11,-9731.05
6091.6,-5832.48     6091.6,-5915.09
6097.26,-10893.07     6097.26,-5912.89
7550.78,-6965.5     7542.64,-6971.53
3502.77,-9604.38     3517.74,-9595.74
5475.59,-8475.91     3677.6,-7437.87
4694.19,-7912.75     4697.97,-7914.93
4442.97,-7767.71     4694.19,-7912.75
4681.5,-7893.86     4455.67,-7763.48
4455.67,-7688.47     4681.5,-7818.85
4696.86,-7806.28     4443.64,-7660.08
