5354.48,-9315.98     5354.48,-9423.12
5359.06,-9318.63     5359.06,-9431.25
5366.83,-10610.39     5366.72,-9327.02
5362.83,-10608.39     8924.83,-12671.39
6508.01,-9991.22     6508.01,-10033.55
5366.73,-9435.68     5357.83,-9430.54
6519.47,-10053.39     8890.69,-11422.38
6513.45,-9978.48     5364.79,-9315.32
6488.54,-9958.81     5364.79,-9310.03
5357.5,-9309.31     8920.03,-7252.49
9338.56,-7017.14     9375.22,-6995.98
9379.23,-7003.58     8937.06,-7258.84
11866.28,-10645.06     12032.82,-10675.07
8906.73,-11413.12     8906.73,-11370.8
9094.59,-12566.55     9094.59,-11283.5
6511.45,-9958.81     10051.07,-7915.23
10061.05,-7927.39     6516.94,-9973.57
10068.25,-7925.15     10061.05,-7927.39
10658.19,-7743.27     10228.63,-7991.28
12099.18,-10835.92     12103.76,-10838.57
11825.48,-10621.9     11866.28,-10645.06
12089.52,-10707.81     12032.82,-10675.07
10055.82,-7913.9     10055.82,-7908.61
12935.84,-10046.99     13135.37,-10162.19
12935.84,-10030.46     13149.69,-10153.92
10051.07,-7902     8927.32,-7253.21
10091.16,-7925.15     10205.72,-7991.28
9385.7,-7002.94     10664.34,-7741.14
9393.54,-6995.98     10790.5,-7802.49
10790.5,-7802.49     12932.04,-9037.53
11825.5,-10621.87     11609.42,-10195.32
11870.94,-10642.96     11636.32,-10179.79
12932.04,-9048.12     12111.86,-9521.65
9083.14,-11276.88     8931.93,-11364.18
8903.37,-11420.54     8898.79,-11423.19
9094.59,-11384.03     12095.82,-9651.27
9094.59,-11647.25     12095.82,-9914.5
12100.41,-9541.49     12100.41,-10831.15
9094.59,-12198.55     11825.5,-10621.87
11866.28,-10645.06     11870.69,-10642.51
12095.82,-10704.17     9094.59,-12436.92
12095.82,-10709.46     9094.59,-12442.21
13135.37,-10225.02     12957.82,-10327.53
9094.29,-12568.46     12098.17,-10834.18
13135.37,-10241.55     12957.82,-10344.06
8931.93,-12673.69     9083.14,-12586.39
12111.86,-10837.77     12932.04,-10364.24
12935.84,-10358.95     12935.84,-9042.83
12946.36,-10320.92     12946.36,-10231.63
13146.83,-10182.03     13146.83,-10205.18
13161.15,-10173.76     13161.15,-10196.91
9083.14,-11276.88     9094.59,-11283.5
12932.04,-9037.53     12935.84,-9042.83
12935.84,-9042.83     12932.04,-9048.12
12111.86,-9521.65     12100.41,-9541.49
13149.69,-10153.92     13161.15,-10173.76
13135.37,-10162.19     13146.83,-10182.03
13146.83,-10205.18     13135.37,-10225.02
13161.15,-10196.91     13135.37,-10241.55
12957.82,-10327.53     12946.36,-10320.92
5357.5,-9309.31     5354.48,-9315.98
5359.06,-9318.63     5364.79,-9310.03
5354.48,-9423.12     5357.83,-9430.54
6508.01,-10033.55     6519.47,-10053.39
6508.01,-9991.22     6513.45,-9978.48
6488.54,-9958.81     6511.45,-9958.81
10051.07,-7902     10055.82,-7908.61
10051.07,-7915.23     10055.82,-7913.9
10051.07,-7920.52     10055.82,-7913.9
10205.72,-7991.28     10228.63,-7991.28
10091.16,-7925.15     10068.25,-7925.15
9379.23,-7003.58     9385.7,-7002.94
9375.22,-6995.98     9393.54,-6995.98
9338.56,-7017.14     9338,-7027.38
8913.6,-11364.18     8931.93,-11364.18
8906.73,-11370.8     8913.6,-11364.18
8906.73,-11413.12     8903.37,-11420.54
8898.79,-11423.19     8890.69,-11422.38
12103.76,-10838.57     12111.86,-10837.77
12098.17,-10834.18     12100.41,-10831.15
12935.84,-10358.95     12932.04,-10364.24
9094.29,-12568.46     9083.14,-12586.39
